kec_code,provinsi,kabkota,kecamatan,code,desa
74.09.08,SULAWESI TENGGARA,KAB. KONAWE UTARA,Oheo,17,17
74.09.09,SULAWESI TENGGARA,KAB. KONAWE UTARA,Andowia,15,15
74.09.10,SULAWESI TENGGARA,KAB. KONAWE UTARA,Motui,15,15
74.09.11,SULAWESI TENGGARA,KAB. KONAWE UTARA,Wawolesea,8,8
74.09.12,SULAWESI TENGGARA,KAB. KONAWE UTARA,Lasolo Kepulauan,6,6
74.09.13,SULAWESI TENGGARA,KAB. KONAWE UTARA,Landawe,11,11
74.10.01,SULAWESI TENGGARA,KAB. BUTON UTARA,Kulisusu,23,23
74.10.02,SULAWESI TENGGARA,KAB. BUTON UTARA,Kambowa,11,11
74.10.03,SULAWESI TENGGARA,KAB. BUTON UTARA,Bonegunu,15,15
74.10.04,SULAWESI TENGGARA,KAB. BUTON UTARA,Kulisusu Barat,14,14
74.10.05,SULAWESI TENGGARA,KAB. BUTON UTARA,Kulisusu Utara,14,14
74.10.06,SULAWESI TENGGARA,KAB. BUTON UTARA,Wakorumba Utara,13,13
74.11.01,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Tirawuta,16,16
74.11.02,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Loea,9,9
74.11.03,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Ladongi,10,10
74.11.04,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Poli Polia,12,12
74.11.05,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Lambandia,15,15
74.11.06,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Lalolae,5,5
74.11.07,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Mowewe,10,10
74.11.08,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Uluiwoi,10,10
74.11.09,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Tinondo,12,12
74.11.10,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Aere,11,11
74.11.11,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Ueesi,11,11
74.11.12,SULAWESI TENGGARA,KAB. KOLAKA TIMUR,Dangia,12,12
74.12.01,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Barat,16,16
74.12.02,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Utara,21,21
74.12.03,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Timur Laut,10,10
74.12.04,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Timur,11,11
74.12.05,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Tenggara,15,15
74.12.06,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Selatan,11,11
74.12.07,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Tengah,12,12
74.13.01,SULAWESI TENGGARA,KAB. MUNA BARAT,Sawerigadi,10,10
74.13.02,SULAWESI TENGGARA,KAB. MUNA BARAT,Barangka,8,8
74.13.03,SULAWESI TENGGARA,KAB. MUNA BARAT,Lawa,8,8
74.13.04,SULAWESI TENGGARA,KAB. MUNA BARAT,Wadaga,7,7
74.13.05,SULAWESI TENGGARA,KAB. MUNA BARAT,Tiworo Selatan,5,5
74.13.06,SULAWESI TENGGARA,KAB. MUNA BARAT,Maginti,8,8
74.13.07,SULAWESI TENGGARA,KAB. MUNA BARAT,Tiworo Tengah,8,8
74.13.08,SULAWESI TENGGARA,KAB. MUNA BARAT,Tiworo Utara,7,7
74.13.09,SULAWESI TENGGARA,KAB. MUNA BARAT,Tiworo Kepulauan,9,9
74.13.10,SULAWESI TENGGARA,KAB. MUNA BARAT,Kusambi,10,10
74.13.11,SULAWESI TENGGARA,KAB. MUNA BARAT,Napano Kusambi,6,6
74.14.01,SULAWESI TENGGARA,KAB. BUTON TENGAH,Lakudo,15,15
74.14.02,SULAWESI TENGGARA,KAB. BUTON TENGAH,Mawasangka Timur,8,8
74.14.03,SULAWESI TENGGARA,KAB. BUTON TENGAH,Mawasangka Tengah,10,10
74.14.04,SULAWESI TENGGARA,KAB. BUTON TENGAH,Mawasangka,19,19
74.14.05,SULAWESI TENGGARA,KAB. BUTON TENGAH,Talaga Raya,7,7
74.14.06,SULAWESI TENGGARA,KAB. BUTON TENGAH,Gu,12,12
74.14.07,SULAWESI TENGGARA,KAB. BUTON TENGAH,Sangia Wambulu,6,6
74.15.01,SULAWESI TENGGARA,KAB. BUTON SELATAN,Batauga,12,12
74.15.02,SULAWESI TENGGARA,KAB. BUTON SELATAN,Sampolawa,16,16
74.15.03,SULAWESI TENGGARA,KAB. BUTON SELATAN,Lapandewa,7,7
74.15.04,SULAWESI TENGGARA,KAB. BUTON SELATAN,Batu Atas,7,7
74.15.05,SULAWESI TENGGARA,KAB. BUTON SELATAN,Siompu Barat,8,8
74.15.06,SULAWESI TENGGARA,KAB. BUTON SELATAN,Siompu,10,10
74.15.07,SULAWESI TENGGARA,KAB. BUTON SELATAN,Kadatua,10,10
74.71.01,SULAWESI TENGGARA,KOTA KENDARI,Mandonga,6,6
74.71.02,SULAWESI TENGGARA,KOTA KENDARI,Kendari,9,9
74.71.03,SULAWESI TENGGARA,KOTA KENDARI,Baruga,4,4
74.71.04,SULAWESI TENGGARA,KOTA KENDARI,Poasia,4,4
74.71.05,SULAWESI TENGGARA,KOTA KENDARI,Kendari Barat,9,9
74.71.06,SULAWESI TENGGARA,KOTA KENDARI,Abeli,13,13
74.71.07,SULAWESI TENGGARA,KOTA KENDARI,Wua-Wua,4,4
74.71.08,SULAWESI TENGGARA,KOTA KENDARI,Kadia,5,5
74.71.09,SULAWESI TENGGARA,KOTA KENDARI,Puuwatu,6,6
74.71.10,SULAWESI TENGGARA,KOTA KENDARI,Kambu,4,4
74.72.01,SULAWESI TENGGARA,KOTA BAU BAU,Betoambari,5,5
74.72.02,SULAWESI TENGGARA,KOTA BAU BAU,Wolio,7,7
74.72.03,SULAWESI TENGGARA,KOTA BAU BAU,Sorawolio,4,4
74.72.04,SULAWESI TENGGARA,KOTA BAU BAU,Bungi,5,5
74.72.05,SULAWESI TENGGARA,KOTA BAU BAU,Kokalukuna,6,6
74.72.06,SULAWESI TENGGARA,KOTA BAU BAU,Murhum,5,5
74.72.07,SULAWESI TENGGARA,KOTA BAU BAU,Lea-Lea,5,5
74.72.08,SULAWESI TENGGARA,KOTA BAU BAU,Batupoaro,6,6
75.01.01,GORONTALO,KAB. GORONTALO,Limboto,14,14
75.01.02,GORONTALO,KAB. GORONTALO,Telaga,9,9
75.01.03,GORONTALO,KAB. GORONTALO,Batudaa,8,8
75.01.04,GORONTALO,KAB. GORONTALO,Tibawa,16,16
75.01.05,GORONTALO,KAB. GORONTALO,Batudaa Pantai,9,9
75.01.09,GORONTALO,KAB. GORONTALO,Boliyohuto,13,13
75.01.10,GORONTALO,KAB. GORONTALO,Telaga Biru,15,15
75.01.11,GORONTALO,KAB. GORONTALO,Bongomeme,15,15
75.01.13,GORONTALO,KAB. GORONTALO,Tolangohula,15,15
75.01.14,GORONTALO,KAB. GORONTALO,Mootilango,10,10
75.01.16,GORONTALO,KAB. GORONTALO,Pulubala,11,11
75.01.17,GORONTALO,KAB. GORONTALO,Limboto Barat,10,10
75.01.18,GORONTALO,KAB. GORONTALO,Tilango,8,8
75.01.19,GORONTALO,KAB. GORONTALO,Tabongo,9,9
75.01.20,GORONTALO,KAB. GORONTALO,Biluhu,8,8
75.01.21,GORONTALO,KAB. GORONTALO,Asparaga,10,10
75.01.22,GORONTALO,KAB. GORONTALO,Talaga Jaya,5,5
75.01.23,GORONTALO,KAB. GORONTALO,Bilato,10,10
75.01.24,GORONTALO,KAB. GORONTALO,Dungaliyo,10,10
75.02.01,GORONTALO,KAB. BOALEMO,Paguyaman,22,22
75.02.02,GORONTALO,KAB. BOALEMO,Wonosari,14,14
75.02.03,GORONTALO,KAB. BOALEMO,Dulupi,8,8
75.02.04,GORONTALO,KAB. BOALEMO,Tilamuta,12,12
75.02.05,GORONTALO,KAB. BOALEMO,Mananggu,9,9
75.02.06,GORONTALO,KAB. BOALEMO,Botumoita,9,9
75.02.07,GORONTALO,KAB. BOALEMO,Paguyaman Pantai,8,8
75.03.01,GORONTALO,KAB. BONE BOLANGO,Tapa,7,7
75.03.02,GORONTALO,KAB. BONE BOLANGO,Kabila,12,12
75.03.03,GORONTALO,KAB. BONE BOLANGO,Suwawa,10,10
75.03.04,GORONTALO,KAB. BONE BOLANGO,Bonepantai,13,13
75.03.05,GORONTALO,KAB. BONE BOLANGO,Bulango Utara,9,9
75.03.06,GORONTALO,KAB. BONE BOLANGO,Tilongkabila,14,14
75.03.07,GORONTALO,KAB. BONE BOLANGO,Botupingge,9,9
75.03.08,GORONTALO,KAB. BONE BOLANGO,Kabila Bone,9,9
75.03.09,GORONTALO,KAB. BONE BOLANGO,Bone,14,14
75.03.10,GORONTALO,KAB. BONE BOLANGO,Bone Raya,10,10
75.03.11,GORONTALO,KAB. BONE BOLANGO,Suwawa Timur,9,9
75.03.12,GORONTALO,KAB. BONE BOLANGO,Suwawa Selatan,8,8
75.03.13,GORONTALO,KAB. BONE BOLANGO,Suwawa Tengah,6,6
75.03.14,GORONTALO,KAB. BONE BOLANGO,Bulango Ulu,6,6
75.03.15,GORONTALO,KAB. BONE BOLANGO,Bulango Selatan,10,10
75.03.16,GORONTALO,KAB. BONE BOLANGO,Bulango Timur,5,5
75.03.17,GORONTALO,KAB. BONE BOLANGO,Bulawa,9,9
75.03.18,GORONTALO,KAB. BONE BOLANGO,Pinogu,5,5
75.04.01,GORONTALO,KAB. PAHUWATO,Popayato,10,10
75.04.02,GORONTALO,KAB. PAHUWATO,Lemito,8,8
75.04.03,GORONTALO,KAB. PAHUWATO,Randangan,13,13
75.04.04,GORONTALO,KAB. PAHUWATO,Marisa,8,8
75.04.05,GORONTALO,KAB. PAHUWATO,Paguat,11,11
75.04.06,GORONTALO,KAB. PAHUWATO,Patilanggio,6,6
75.04.07,GORONTALO,KAB. PAHUWATO,Taluditi,7,7
75.04.08,GORONTALO,KAB. PAHUWATO,Dengilo,5,5
75.04.09,GORONTALO,KAB. PAHUWATO,Buntulia,7,7
75.04.10,GORONTALO,KAB. PAHUWATO,Duhiadaa,8,8
75.04.11,GORONTALO,KAB. PAHUWATO,Wanggarasi,7,7
75.04.12,GORONTALO,KAB. PAHUWATO,Popayato Timur,7,7
75.04.13,GORONTALO,KAB. PAHUWATO,Popayato Barat,7,7
75.05.01,GORONTALO,KAB. GORONTALO UTARA,Atinggola,14,14
75.05.02,GORONTALO,KAB. GORONTALO UTARA,Kwandang,18,18
75.05.03,GORONTALO,KAB. GORONTALO UTARA,Anggrek,15,15
75.05.04,GORONTALO,KAB. GORONTALO UTARA,Sumalata,11,11
75.05.05,GORONTALO,KAB. GORONTALO UTARA,Tolinggula,10,10
75.05.06,GORONTALO,KAB. GORONTALO UTARA,Gentuma Raya,11,11
75.05.07,GORONTALO,KAB. GORONTALO UTARA,Tomolito,10,10
75.05.08,GORONTALO,KAB. GORONTALO UTARA,Ponelo Kepulauan,4,4
75.05.09,GORONTALO,KAB. GORONTALO UTARA,Monano,10,10
75.05.10,GORONTALO,KAB. GORONTALO UTARA,Biau,10,10
75.05.11,GORONTALO,KAB. GORONTALO UTARA,Sumalata Timur,10,10
75.71.01,GORONTALO,KOTA GORONTALO,Kota Barat,7,7
75.71.02,GORONTALO,KOTA GORONTALO,Kota Selatan,5,5
75.71.03,GORONTALO,KOTA GORONTALO,Kota Utara,6,6
75.71.04,GORONTALO,KOTA GORONTALO,Dungingi,5,5
75.71.05,GORONTALO,KOTA GORONTALO,Kota Timur,6,6
75.71.06,GORONTALO,KOTA GORONTALO,Kota Tengah,6,6
75.71.07,GORONTALO,KOTA GORONTALO,Sipatana,5,5
75.71.08,GORONTALO,KOTA GORONTALO,Dumbo Raya,5,5
75.71.09,GORONTALO,KOTA GORONTALO,Hulonthalangi,5,5
76.01.01,SULAWESI BARAT,KAB. PASANGKAYU,Bambalamotu,6,6
76.01.02,SULAWESI BARAT,KAB. PASANGKAYU,Pasangkayu,6,6
76.01.03,SULAWESI BARAT,KAB. PASANGKAYU,Baras,6,6
76.01.04,SULAWESI BARAT,KAB. PASANGKAYU,Sarudu,5,5
76.01.05,SULAWESI BARAT,KAB. PASANGKAYU,Dapurang,5,5
76.01.06,SULAWESI BARAT,KAB. PASANGKAYU,Duripoku,4,4
76.01.07,SULAWESI BARAT,KAB. PASANGKAYU,Bulu Taba,7,7
76.01.08,SULAWESI BARAT,KAB. PASANGKAYU,Tikke Raya,5,5
76.01.09,SULAWESI BARAT,KAB. PASANGKAYU,Pedongga,4,4
76.01.10,SULAWESI BARAT,KAB. PASANGKAYU,Bambaira,4,4
76.01.11,SULAWESI BARAT,KAB. PASANGKAYU,Sarjo,4,4
76.01.12,SULAWESI BARAT,KAB. PASANGKAYU,Lariang,7,7
76.02.01,SULAWESI BARAT,KAB. MAMUJU,Mamuju,8,8
76.02.02,SULAWESI BARAT,KAB. MAMUJU,Tapalang,10,10
76.02.03,SULAWESI BARAT,KAB. MAMUJU,Kalukku,14,14
76.02.04,SULAWESI BARAT,KAB. MAMUJU,Kalumpang,13,13
76.02.07,SULAWESI BARAT,KAB. MAMUJU,Papalang,9,9
76.02.08,SULAWESI BARAT,KAB. MAMUJU,Sampaga,7,7
76.02.11,SULAWESI BARAT,KAB. MAMUJU,Tommo,14,14
76.02.12,SULAWESI BARAT,KAB. MAMUJU,Simboro dan Kepulauan,8,8
76.02.13,SULAWESI BARAT,KAB. MAMUJU,Tapalang Barat,7,7
76.02.15,SULAWESI BARAT,KAB. MAMUJU,Bonehau,9,9
76.02.16,SULAWESI BARAT,KAB. MAMUJU,Kep. Bala Balakang,2,2
76.03.01,SULAWESI BARAT,KAB. MAMASA,Mambi,13,13
76.03.02,SULAWESI BARAT,KAB. MAMASA,Aralle,12,12
76.03.03,SULAWESI BARAT,KAB. MAMASA,Mamasa,12,12
76.03.04,SULAWESI BARAT,KAB. MAMASA,Pana,13,13
76.03.05,SULAWESI BARAT,KAB. MAMASA,Tabulahan,14,14
76.03.06,SULAWESI BARAT,KAB. MAMASA,Sumarorong,10,10
76.03.07,SULAWESI BARAT,KAB. MAMASA,Messawa,9,9
76.03.08,SULAWESI BARAT,KAB. MAMASA,Sesenapadang,10,10
76.03.09,SULAWESI BARAT,KAB. MAMASA,Tanduk Kalua,12,12
76.03.10,SULAWESI BARAT,KAB. MAMASA,Tabang,7,7
76.03.11,SULAWESI BARAT,KAB. MAMASA,Bambang,20,20
76.03.12,SULAWESI BARAT,KAB. MAMASA,Balla,8,8
76.03.13,SULAWESI BARAT,KAB. MAMASA,Nosu,7,7
76.03.14,SULAWESI BARAT,KAB. MAMASA,Tawalian,4,4
76.03.15,SULAWESI BARAT,KAB. MAMASA,Rantebulahan Timur,8,8
76.03.16,SULAWESI BARAT,KAB. MAMASA,Buntumalangka,11,11
76.03.17,SULAWESI BARAT,KAB. MAMASA,Mehalaan,11,11
76.04.01,SULAWESI BARAT,KAB. POLEWALI MANDAR,Tinambung,8,8
76.04.02,SULAWESI BARAT,KAB. POLEWALI MANDAR,Campalagian,18,18
76.04.03,SULAWESI BARAT,KAB. POLEWALI MANDAR,Wonomulyo,14,14
76.04.04,SULAWESI BARAT,KAB. POLEWALI MANDAR,Polewali,9,9
76.04.05,SULAWESI BARAT,KAB. POLEWALI MANDAR,Tutar,13,13
76.04.06,SULAWESI BARAT,KAB. POLEWALI MANDAR,Binuang,10,10
76.04.07,SULAWESI BARAT,KAB. POLEWALI MANDAR,Tapango,14,14
76.04.08,SULAWESI BARAT,KAB. POLEWALI MANDAR,Mapilli,12,12
76.04.09,SULAWESI BARAT,KAB. POLEWALI MANDAR,Matangnga,7,7
76.04.10,SULAWESI BARAT,KAB. POLEWALI MANDAR,Luyo,11,11
76.04.11,SULAWESI BARAT,KAB. POLEWALI MANDAR,Limboro,11,11
76.04.12,SULAWESI BARAT,KAB. POLEWALI MANDAR,Balanipa,11,11
76.04.13,SULAWESI BARAT,KAB. POLEWALI MANDAR,Anreapi,5,5
76.04.14,SULAWESI BARAT,KAB. POLEWALI MANDAR,Matakali,7,7
76.04.15,SULAWESI BARAT,KAB. POLEWALI MANDAR,Allu,8,8
76.04.16,SULAWESI BARAT,KAB. POLEWALI MANDAR,Bulo,9,9
76.05.01,SULAWESI BARAT,KAB. MAJENE,Banggae,8,8
76.05.02,SULAWESI BARAT,KAB. MAJENE,Pamboang,15,15
76.05.03,SULAWESI BARAT,KAB. MAJENE,Sendana,16,16
76.05.04,SULAWESI BARAT,KAB. MAJENE,Malunda,12,12
76.05.05,SULAWESI BARAT,KAB. MAJENE,Ulumanda,8,8
76.05.06,SULAWESI BARAT,KAB. MAJENE,Tammerodo Sendana,7,7
76.05.07,SULAWESI BARAT,KAB. MAJENE,Tubo Sendana,7,7
76.05.08,SULAWESI BARAT,KAB. MAJENE,Banggae Timur,9,9
76.06.01,SULAWESI BARAT,KAB. MAMUJU TENGAH,Tobadak,8,8
76.06.02,SULAWESI BARAT,KAB. MAMUJU TENGAH,Pangale,9,9
76.06.03,SULAWESI BARAT,KAB. MAMUJU TENGAH,Budong-Budong,11,11
76.06.04,SULAWESI BARAT,KAB. MAMUJU TENGAH,Topoyo,15,15
76.06.05,SULAWESI BARAT,KAB. MAMUJU TENGAH,Karossa,11,11
81.01.01,MALUKU,KAB. MALUKU TENGAH,Amahai,15,15
81.01.02,MALUKU,KAB. MALUKU TENGAH,Teon Nila Serua,16,16
81.01.06,MALUKU,KAB. MALUKU TENGAH,Seram Utara,20,20
81.01.09,MALUKU,KAB. MALUKU TENGAH,Banda,18,18
81.01.11,MALUKU,KAB. MALUKU TENGAH,Tehoru,10,10
81.01.12,MALUKU,KAB. MALUKU TENGAH,Saparua,7,7
81.01.13,MALUKU,KAB. MALUKU TENGAH,Pulau Haruku,11,11
81.01.14,MALUKU,KAB. MALUKU TENGAH,Salahutu,6,6
81.01.15,MALUKU,KAB. MALUKU TENGAH,Leihitu,11,11
81.01.16,MALUKU,KAB. MALUKU TENGAH,Nusa Laut,7,7
81.01.17,MALUKU,KAB. MALUKU TENGAH,Kota Masohi,5,5
81.01.20,MALUKU,KAB. MALUKU TENGAH,Seram Utara Barat,13,13
81.01.21,MALUKU,KAB. MALUKU TENGAH,Teluk Elpaputih,4,4
81.01.22,MALUKU,KAB. MALUKU TENGAH,Leihitu Barat,5,5
81.01.23,MALUKU,KAB. MALUKU TENGAH,Telutih,10,10
81.01.24,MALUKU,KAB. MALUKU TENGAH,Seram Utara Timur Seti,12,12
81.01.25,MALUKU,KAB. MALUKU TENGAH,Seram Utara Timur Kobi,12,12
81.01.26,MALUKU,KAB. MALUKU TENGAH,Saparua Timur,10,10
81.02.01,MALUKU,KAB. MALUKU TENGGARA,Kei Kecil,15,15
81.02.03,MALUKU,KAB. MALUKU TENGGARA,Kei Besar,37,37
81.02.04,MALUKU,KAB. MALUKU TENGGARA,Kei Besar Selatan,10,10
81.02.05,MALUKU,KAB. MALUKU TENGGARA,Kei Besar Utara Timur,30,30
81.02.13,MALUKU,KAB. MALUKU TENGGARA,Kei Kecil Timur,18,18
81.02.14,MALUKU,KAB. MALUKU TENGGARA,Kei Kecil Barat,10,10
81.02.15,MALUKU,KAB. MALUKU TENGGARA,Manyeuw,9,9
81.02.16,MALUKU,KAB. MALUKU TENGGARA,Hoat Sorbay,13,13
81.02.17,MALUKU,KAB. MALUKU TENGGARA,Kei Besar Utara Barat,25,25
81.02.18,MALUKU,KAB. MALUKU TENGGARA,Kei Besar Selatan Barat,13,13
81.02.19,MALUKU,KAB. MALUKU TENGGARA,Kei Kecil Timur Selatan,11,11
81.03.01,MALUKU,KAB. KEPULAUAN TANIMBAR,Tanimbar Selatan,12,12
81.03.02,MALUKU,KAB. KEPULAUAN TANIMBAR,Selaru,7,7
81.03.03,MALUKU,KAB. KEPULAUAN TANIMBAR,Wer Tamrian,9,9
81.03.04,MALUKU,KAB. KEPULAUAN TANIMBAR,Wer Maktian,9,9
81.03.05,MALUKU,KAB. KEPULAUAN TANIMBAR,Tanimbar Utara,8,8
81.03.06,MALUKU,KAB. KEPULAUAN TANIMBAR,Yaru,6,6
81.03.07,MALUKU,KAB. KEPULAUAN TANIMBAR,Wuar Labobar,11,11
81.03.08,MALUKU,KAB. KEPULAUAN TANIMBAR,Kormomolin,10,10
81.03.09,MALUKU,KAB. KEPULAUAN TANIMBAR,Nirunmas,5,5
81.03.18,MALUKU,KAB. KEPULAUAN TANIMBAR,Molu Maru,5,5
81.04.01,MALUKU,KAB. BURU,Namlea,7,7
81.04.02,MALUKU,KAB. BURU,Air Buaya,10,10
81.04.03,MALUKU,KAB. BURU,Waeapo,7,7
81.04.06,MALUKU,KAB. BURU,Waplau,10,10
81.04.10,MALUKU,KAB. BURU,Batabual,5,5
81.04.11,MALUKU,KAB. BURU,Lolong Guba,10,10
81.04.12,MALUKU,KAB. BURU,Waelata,10,10
81.04.13,MALUKU,KAB. BURU,Fena Leisela,13,13
81.04.14,MALUKU,KAB. BURU,Teluk Kaiely,5,5
81.04.15,MALUKU,KAB. BURU,Lilialy,5,5
81.05.01,MALUKU,KAB. SERAM BAGIAN TIMUR,Bula,10,10
81.05.02,MALUKU,KAB. SERAM BAGIAN TIMUR,Seram Timur,16,16
81.05.03,MALUKU,KAB. SERAM BAGIAN TIMUR,Werinama,10,10
81.05.04,MALUKU,KAB. SERAM BAGIAN TIMUR,Pulau Gorom,24,24
81.05.05,MALUKU,KAB. SERAM BAGIAN TIMUR,Wakate,18,18
81.05.06,MALUKU,KAB. SERAM BAGIAN TIMUR,Tutuk Tolu,11,11
81.05.07,MALUKU,KAB. SERAM BAGIAN TIMUR,Siwalalat,12,12
81.05.08,MALUKU,KAB. SERAM BAGIAN TIMUR,Kilmury,14,14
81.05.09,MALUKU,KAB. SERAM BAGIAN TIMUR,Pulau Panjang,6,6
81.05.10,MALUKU,KAB. SERAM BAGIAN TIMUR,Teor,10,10
81.05.11,MALUKU,KAB. SERAM BAGIAN TIMUR,Gorom Timur,23,23
81.05.12,MALUKU,KAB. SERAM BAGIAN TIMUR,Bula Barat,13,13
81.05.13,MALUKU,KAB. SERAM BAGIAN TIMUR,Kian Darat,10,10
81.05.14,MALUKU,KAB. SERAM BAGIAN TIMUR,Siritaun Wida Timur,10,10
81.05.15,MALUKU,KAB. SERAM BAGIAN TIMUR,Teluk Waru,11,11
81.06.01,MALUKU,KAB. SERAM BAGIAN BARAT,Kairatu,7,7
81.06.02,MALUKU,KAB. SERAM BAGIAN BARAT,Seram Barat,7,7
81.06.03,MALUKU,KAB. SERAM BAGIAN BARAT,Taniwel,19,19
81.06.04,MALUKU,KAB. SERAM BAGIAN BARAT,Huamual Belakang,7,7
81.06.05,MALUKU,KAB. SERAM BAGIAN BARAT,Amalatu,7,7
81.06.06,MALUKU,KAB. SERAM BAGIAN BARAT,Inamosol,5,5
81.06.07,MALUKU,KAB. SERAM BAGIAN BARAT,Kairatu Barat,6,6
81.06.08,MALUKU,KAB. SERAM BAGIAN BARAT,Huamual,5,5
81.06.09,MALUKU,KAB. SERAM BAGIAN BARAT,Kepulauan Manipa,7,7
81.06.10,MALUKU,KAB. SERAM BAGIAN BARAT,Taniwel Timur,15,15
81.06.11,MALUKU,KAB. SERAM BAGIAN BARAT,Elpaputih,7,7
81.07.01,MALUKU,KAB. KEPULAUAN ARU,Pulau-Pulau Aru,15,15
81.07.02,MALUKU,KAB. KEPULAUAN ARU,Aru Selatan,15,15
81.07.03,MALUKU,KAB. KEPULAUAN ARU,Aru Tengah,22,22
81.07.04,MALUKU,KAB. KEPULAUAN ARU,Aru Utara,12,12
81.07.05,MALUKU,KAB. KEPULAUAN ARU,Aru Utara Timur Batuley,9,9
81.07.06,MALUKU,KAB. KEPULAUAN ARU,Sir-Sir,9,9
81.07.07,MALUKU,KAB. KEPULAUAN ARU,Aru Tengah Timur,13,13
81.07.08,MALUKU,KAB. KEPULAUAN ARU,Aru Tengah Selatan,7,7
81.07.09,MALUKU,KAB. KEPULAUAN ARU,Aru Selatan Timur,10,10
81.07.10,MALUKU,KAB. KEPULAUAN ARU,Aru Selatan Utara,7,7
81.08.01,MALUKU,KAB. MALUKU BARAT DAYA,Moa Lakor,8,8
81.08.02,MALUKU,KAB. MALUKU BARAT DAYA,Damer,7,7
81.08.03,MALUKU,KAB. MALUKU BARAT DAYA,Mndona Hiera,11,11
81.08.04,MALUKU,KAB. MALUKU BARAT DAYA,Pulau-Pulau Babar,9,9
81.08.05,MALUKU,KAB. MALUKU BARAT DAYA,Pulau-pulau Babar Timur,11,11
81.08.06,MALUKU,KAB. MALUKU BARAT DAYA,Wetar,6,6
81.08.07,MALUKU,KAB. MALUKU BARAT DAYA,Pulau-pulau Terselatan,6,6
81.08.08,MALUKU,KAB. MALUKU BARAT DAYA,Pulau Leti,7,7
81.08.09,MALUKU,KAB. MALUKU BARAT DAYA,Pulau Masela,11,11
81.08.10,MALUKU,KAB. MALUKU BARAT DAYA,Dawelor Dawera,6,6
81.08.11,MALUKU,KAB. MALUKU BARAT DAYA,Pulau Wetang,8,8
81.08.12,MALUKU,KAB. MALUKU BARAT DAYA,Pulau Lakor,5,5
81.08.13,MALUKU,KAB. MALUKU BARAT DAYA,Wetar Utara,6,6
81.08.14,MALUKU,KAB. MALUKU BARAT DAYA,Wetar Barat,5,5
81.08.15,MALUKU,KAB. MALUKU BARAT DAYA,Wetar Timur,6,6
81.08.16,MALUKU,KAB. MALUKU BARAT DAYA,Kepulauan Romang,3,3
81.08.17,MALUKU,KAB. MALUKU BARAT DAYA,Kisar Utara,3,3
81.09.01,MALUKU,KAB. BURU SELATAN,Namrole,17,17
81.09.02,MALUKU,KAB. BURU SELATAN,Waesama,11,11
81.09.03,MALUKU,KAB. BURU SELATAN,Ambalau,7,7
81.09.04,MALUKU,KAB. BURU SELATAN,Kepala Madan,15,15
81.09.05,MALUKU,KAB. BURU SELATAN,Leksula,19,19
81.09.06,MALUKU,KAB. BURU SELATAN,Fena Fafan,10,10
81.71.01,MALUKU,KOTA AMBON,Nusaniwe,13,13
81.71.02,MALUKU,KOTA AMBON,Sirimau,14,14
81.71.03,MALUKU,KOTA AMBON,Baguala,7,7
81.71.04,MALUKU,KOTA AMBON,Teluk Ambon,8,8
81.71.05,MALUKU,KOTA AMBON,Leitimur Selatan,8,8
81.72.01,MALUKU,KOTA TUAL,Pulau Dullah Utara,8,8
81.72.02,MALUKU,KOTA TUAL,Pulau Dullah Selatan,5,5
81.72.03,MALUKU,KOTA TUAL,Tayando Tam,5,5
81.72.04,MALUKU,KOTA TUAL,Pulau-Pulau Kur,5,5
81.72.05,MALUKU,KOTA TUAL,Kur Selatan,7,7
82.01.01,MALUKU UTARA,KAB. HALMAHERA BARAT,Jailolo,34,34
82.01.02,MALUKU UTARA,KAB. HALMAHERA BARAT,Loloda,27,27
82.01.03,MALUKU UTARA,KAB. HALMAHERA BARAT,Ibu,17,17
82.01.04,MALUKU UTARA,KAB. HALMAHERA BARAT,Sahu,19,19
82.01.05,MALUKU UTARA,KAB. HALMAHERA BARAT,Jailolo Selatan,22,22
82.01.07,MALUKU UTARA,KAB. HALMAHERA BARAT,Ibu Utara,16,16
82.01.08,MALUKU UTARA,KAB. HALMAHERA BARAT,Ibu Selatan,16,16
82.01.09,MALUKU UTARA,KAB. HALMAHERA BARAT,Sahu Timur,18,18
82.02.01,MALUKU UTARA,KAB. HALMAHERA TENGAH,Weda,7,7
82.02.02,MALUKU UTARA,KAB. HALMAHERA TENGAH,Patani,5,5
