kec_code,provinsi,kabkota,kecamatan,code,desa
16.07.09,SUMATERA SELATAN,KAB. BANYUASIN,Makarti Jaya,12,12
16.07.10,SUMATERA SELATAN,KAB. BANYUASIN,Talang Kelapa,12,12
16.07.11,SUMATERA SELATAN,KAB. BANYUASIN,Rantau Bayur,21,21
16.07.12,SUMATERA SELATAN,KAB. BANYUASIN,Tanjung Lago,15,15
16.07.13,SUMATERA SELATAN,KAB. BANYUASIN,Muara Sugihan,22,22
16.07.14,SUMATERA SELATAN,KAB. BANYUASIN,Air Salek,14,14
16.07.15,SUMATERA SELATAN,KAB. BANYUASIN,Tungkal Ilir,14,14
16.07.16,SUMATERA SELATAN,KAB. BANYUASIN,Suak Tapeh,11,11
16.07.17,SUMATERA SELATAN,KAB. BANYUASIN,Sembawa,11,11
16.07.18,SUMATERA SELATAN,KAB. BANYUASIN,Sumber Marga Telang,10,10
16.07.19,SUMATERA SELATAN,KAB. BANYUASIN,Air Kumbang,16,16
16.07.20,SUMATERA SELATAN,KAB. BANYUASIN,Karang Agung Ilir,7,7
16.07.21,SUMATERA SELATAN,KAB. BANYUASIN,Selat Penuguan,12,12
16.08.01,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Martapura,16,16
16.08.02,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Buay Madang,17,17
16.08.03,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Belitang,23,23
16.08.04,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Cempaka,13,13
16.08.05,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Buay Pemuka Peliung,13,13
16.08.06,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Madang Suku II,19,19
16.08.07,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Madang Suku I,13,13
16.08.08,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Semendawai Suku III,19,19
16.08.09,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Belitang II,24,24
16.08.10,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Belitang III,20,20
16.08.11,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Bunga Mayang,8,8
16.08.12,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Buay Madang Timur,30,30
16.08.13,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Madang Suku III,10,10
16.08.14,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Semendawai Barat,12,12
16.08.15,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Semendawai Timur,19,19
16.08.16,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Jayapura,8,8
16.08.17,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Belitang Jaya,13,13
16.08.18,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Belitang Madang Raya,16,16
16.08.19,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Belitang Mulya,12,12
16.08.20,SUMATERA SELATAN,KAB. OGAN KOMERING ULUTIMUR,Buay Pemuka Bangsa Raja,7,7
16.09.01,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Muara Dua,14,14
16.09.02,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Pulau Beringin,13,13
16.09.03,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Banding Agung,22,22
16.09.04,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Muara Dua Kisam,18,18
16.09.05,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Simpang,7,7
16.09.06,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buay Sandang Aji,16,16
16.09.07,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buay Runjung,14,14
16.09.08,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Mekakau Ilir,15,15
16.09.09,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buay Pemaca,22,22
16.09.10,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Kisam Tinggi,19,19
16.09.11,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Kisam Ilir,9,9
16.09.12,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buay Pematang Ribu Ranau Tengah,22,22
16.09.13,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Warkuk Ranau Selatan,16,16
16.09.14,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Runjung Agung,9,9
16.09.15,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Sungai Are,9,9
16.09.16,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Sindang Danau,7,7
16.09.17,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buana Pemaca,8,8
16.09.18,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Tiga Dihaji,8,8
16.09.19,SUMATERA SELATAN,KAB. OGAN KOMERING ULUSELATAN,Buay Rawan,11,11
16.10.01,SUMATERA SELATAN,KAB. OGAN ILIR,Muara Kuang,14,14
16.10.02,SUMATERA SELATAN,KAB. OGAN ILIR,Tanjung Batu,21,21
16.10.03,SUMATERA SELATAN,KAB. OGAN ILIR,Tanjung Raja,19,19
16.10.04,SUMATERA SELATAN,KAB. OGAN ILIR,Indralaya,20,20
16.10.05,SUMATERA SELATAN,KAB. OGAN ILIR,Pemulutan,25,25
16.10.06,SUMATERA SELATAN,KAB. OGAN ILIR,Rantau Alai,13,13
16.10.07,SUMATERA SELATAN,KAB. OGAN ILIR,Indralaya Utara,16,16
16.10.08,SUMATERA SELATAN,KAB. OGAN ILIR,Indralaya Selatan,14,14
16.10.09,SUMATERA SELATAN,KAB. OGAN ILIR,Pemulutan Selatan,15,15
16.10.10,SUMATERA SELATAN,KAB. OGAN ILIR,Pemulutan Barat,11,11
16.10.11,SUMATERA SELATAN,KAB. OGAN ILIR,Rantau Panjang,12,12
16.10.12,SUMATERA SELATAN,KAB. OGAN ILIR,Sungai Pinang,13,13
16.10.13,SUMATERA SELATAN,KAB. OGAN ILIR,Kandis,12,12
16.10.14,SUMATERA SELATAN,KAB. OGAN ILIR,Rambang Kuang,13,13
16.10.15,SUMATERA SELATAN,KAB. OGAN ILIR,Lubuk Keliat,10,10
16.10.16,SUMATERA SELATAN,KAB. OGAN ILIR,Payaraman,13,13
16.11.01,SUMATERA SELATAN,KAB. EMPAT LAWANG,Muara Pinang,22,22
16.11.02,SUMATERA SELATAN,KAB. EMPAT LAWANG,Pendopo,19,19
16.11.03,SUMATERA SELATAN,KAB. EMPAT LAWANG,Ulu Musi,14,14
16.11.04,SUMATERA SELATAN,KAB. EMPAT LAWANG,Tebing Tinggi,26,26
16.11.05,SUMATERA SELATAN,KAB. EMPAT LAWANG,Lintang Kanan,16,16
16.11.06,SUMATERA SELATAN,KAB. EMPAT LAWANG,Talang Padang,13,13
16.11.07,SUMATERA SELATAN,KAB. EMPAT LAWANG,Pasemah Air Keruh,15,15
16.11.08,SUMATERA SELATAN,KAB. EMPAT LAWANG,Sikap Dalam,11,11
16.11.09,SUMATERA SELATAN,KAB. EMPAT LAWANG,Saling,10,10
16.11.10,SUMATERA SELATAN,KAB. EMPAT LAWANG,Pendopo Barat,10,10
16.12.01,SUMATERA SELATAN,KAB. PENUKAL ABAB LEMATANGILIR,Talang Ubi,20,20
16.12.02,SUMATERA SELATAN,KAB. PENUKAL ABAB LEMATANGILIR,Penukal Utara,13,13
16.12.03,SUMATERA SELATAN,KAB. PENUKAL ABAB LEMATANGILIR,Penukal,13,13
16.12.04,SUMATERA SELATAN,KAB. PENUKAL ABAB LEMATANGILIR,Abab,8,8
16.12.05,SUMATERA SELATAN,KAB. PENUKAL ABAB LEMATANGILIR,Tanah Abang,17,17
16.13.01,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Rupit,17,17
16.13.02,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Rawas Ulu,17,17
16.13.03,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Nibung,11,11
16.13.04,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Rawas Ilir,13,13
16.13.05,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Karang Dapo,9,9
16.13.06,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Karang Jaya,15,15
16.13.07,SUMATERA SELATAN,KAB. MUSI RAWAS UTARA,Ulu Rawas,7,7
16.71.01,SUMATERA SELATAN,KOTA PALEMBANG,Ilir Barat II,7,7
16.71.02,SUMATERA SELATAN,KOTA PALEMBANG,Seberang Ulu I,5,5
16.71.03,SUMATERA SELATAN,KOTA PALEMBANG,Seberang Ulu II,7,7
16.71.04,SUMATERA SELATAN,KOTA PALEMBANG,Ilir Barat I,6,6
16.71.05,SUMATERA SELATAN,KOTA PALEMBANG,Ilir Timur I,11,11
16.71.06,SUMATERA SELATAN,KOTA PALEMBANG,Ilir Timur II,6,6
16.71.07,SUMATERA SELATAN,KOTA PALEMBANG,Sukarami,7,7
16.71.08,SUMATERA SELATAN,KOTA PALEMBANG,Sako,4,4
16.71.09,SUMATERA SELATAN,KOTA PALEMBANG,Kemuning,6,6
16.71.10,SUMATERA SELATAN,KOTA PALEMBANG,Kalidoni,5,5
16.71.11,SUMATERA SELATAN,KOTA PALEMBANG,Bukit Kecil,6,6
16.71.12,SUMATERA SELATAN,KOTA PALEMBANG,Gandus,5,5
16.71.13,SUMATERA SELATAN,KOTA PALEMBANG,Kertapati,6,6
16.71.14,SUMATERA SELATAN,KOTA PALEMBANG,Plaju,7,7
16.71.15,SUMATERA SELATAN,KOTA PALEMBANG,Alang-alang Lebar,4,4
16.71.16,SUMATERA SELATAN,KOTA PALEMBANG,Sematang Borang,4,4
16.71.17,SUMATERA SELATAN,KOTA PALEMBANG,Jakabaring,5,5
16.71.18,SUMATERA SELATAN,KOTA PALEMBANG,Ilir Timur Tiga,6,6
16.72.01,SUMATERA SELATAN,KOTA PAGAR ALAM,Pagar Alam Utara,10,10
16.72.02,SUMATERA SELATAN,KOTA PAGAR ALAM,Pagar Alam Selatan,8,8
16.72.03,SUMATERA SELATAN,KOTA PAGAR ALAM,Dempo Utara,7,7
16.72.04,SUMATERA SELATAN,KOTA PAGAR ALAM,Dempo Selatan,5,5
16.72.05,SUMATERA SELATAN,KOTA PAGAR ALAM,Dempo Tengah,5,5
16.73.01,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Timur I,8,8
16.73.02,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Barat I,11,11
16.73.03,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Selatan I,7,7
16.73.04,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Utara I,10,10
16.73.05,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Timur II,9,9
16.73.06,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Barat II,8,8
16.73.07,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Selatan II,9,9
16.73.08,SUMATERA SELATAN,KOTA LUBUK LINGGAU,Lubuk Linggau Utara II,10,10
16.74.01,SUMATERA SELATAN,KOTA PRABUMULIH,Prabumulih Barat,6,6
16.74.02,SUMATERA SELATAN,KOTA PRABUMULIH,Prabumulih Timur,8,8
16.74.03,SUMATERA SELATAN,KOTA PRABUMULIH,Cambai,5,5
16.74.04,SUMATERA SELATAN,KOTA PRABUMULIH,Rambang Kpk Tengah,9,9
16.74.05,SUMATERA SELATAN,KOTA PRABUMULIH,Prabumulih Utara,5,5
16.74.06,SUMATERA SELATAN,KOTA PRABUMULIH,Prabumulih Selatan,4,4
17.01.01,BENGKULU,KAB. BENGKULU SELATAN,Kedurang,19,19
17.01.02,BENGKULU,KAB. BENGKULU SELATAN,Seginim,22,22
17.01.03,BENGKULU,KAB. BENGKULU SELATAN,Pino,16,16
17.01.04,BENGKULU,KAB. BENGKULU SELATAN,Manna,18,18
17.01.05,BENGKULU,KAB. BENGKULU SELATAN,Kota Manna,11,11
17.01.06,BENGKULU,KAB. BENGKULU SELATAN,Pino Raya,21,21
17.01.07,BENGKULU,KAB. BENGKULU SELATAN,Kedurang Ilir,12,12
17.01.08,BENGKULU,KAB. BENGKULU SELATAN,Air Nipis,10,10
17.01.09,BENGKULU,KAB. BENGKULU SELATAN,Ulu Manna,10,10
17.01.10,BENGKULU,KAB. BENGKULU SELATAN,Bunga Mas,10,10
17.01.11,BENGKULU,KAB. BENGKULU SELATAN,Pasar Manna,9,9
17.02.06,BENGKULU,KAB. REJANG LEBONG,Kota Padang,10,10
17.02.07,BENGKULU,KAB. REJANG LEBONG,Padang Ulak Tanding,15,15
17.02.08,BENGKULU,KAB. REJANG LEBONG,Sindang Kelingi,10,10
17.02.09,BENGKULU,KAB. REJANG LEBONG,Curup,9,9
17.02.10,BENGKULU,KAB. REJANG LEBONG,Bermani Ulu,12,12
17.02.11,BENGKULU,KAB. REJANG LEBONG,Selupu Rejang,16,16
17.02.16,BENGKULU,KAB. REJANG LEBONG,Curup Utara,14,14
17.02.17,BENGKULU,KAB. REJANG LEBONG,Curup Timur,9,9
17.02.18,BENGKULU,KAB. REJANG LEBONG,Curup Selatan,11,11
17.02.19,BENGKULU,KAB. REJANG LEBONG,Curup Tengah,10,10
17.02.20,BENGKULU,KAB. REJANG LEBONG,Binduriang,5,5
17.02.21,BENGKULU,KAB. REJANG LEBONG,Sindang Beliti Ulu,9,9
17.02.22,BENGKULU,KAB. REJANG LEBONG,Sindang Dataran,6,6
17.02.23,BENGKULU,KAB. REJANG LEBONG,Sindang Beliti Ilir,10,10
17.02.24,BENGKULU,KAB. REJANG LEBONG,Bermani Ulu Raya,10,10
17.03.01,BENGKULU,KAB. BENGKULU UTARA,Enggano,6,6
17.03.06,BENGKULU,KAB. BENGKULU UTARA,Kerkap,18,18
17.03.07,BENGKULU,KAB. BENGKULU UTARA,Kota Arga Makmur,16,16
17.03.08,BENGKULU,KAB. BENGKULU UTARA,Giri Mulya,6,6
17.03.09,BENGKULU,KAB. BENGKULU UTARA,Padang Jaya,12,12
17.03.10,BENGKULU,KAB. BENGKULU UTARA,Lais,13,13
17.03.11,BENGKULU,KAB. BENGKULU UTARA,Batik Nau,15,15
17.03.12,BENGKULU,KAB. BENGKULU UTARA,Ketahun,11,11
17.03.13,BENGKULU,KAB. BENGKULU UTARA,Napal Putih,10,10
17.03.14,BENGKULU,KAB. BENGKULU UTARA,Putri Hijau,9,9
17.03.15,BENGKULU,KAB. BENGKULU UTARA,Air Besi,15,15
17.03.16,BENGKULU,KAB. BENGKULU UTARA,Air Napal,12,12
17.03.19,BENGKULU,KAB. BENGKULU UTARA,Hulu Palik,15,15
17.03.20,BENGKULU,KAB. BENGKULU UTARA,Air Padang,10,10
17.03.21,BENGKULU,KAB. BENGKULU UTARA,Arma Jaya,12,12
17.03.22,BENGKULU,KAB. BENGKULU UTARA,Tanjung Agung Palik,10,10
17.03.23,BENGKULU,KAB. BENGKULU UTARA,Ulok Kupai,10,10
17.03.24,BENGKULU,KAB. BENGKULU UTARA,Pinang Raya,10,10
17.03.25,BENGKULU,KAB. BENGKULU UTARA,Marga Sakti Sebelat,10,10
17.04.01,BENGKULU,KAB. KAUR,Kinal,14,14
17.04.02,BENGKULU,KAB. KAUR,Tanjung Kemuning,20,20
17.04.03,BENGKULU,KAB. KAUR,Kaur Utara,11,11
17.04.04,BENGKULU,KAB. KAUR,Kaur Tengah,9,9
17.04.05,BENGKULU,KAB. KAUR,Kaur Selatan,19,19
17.04.06,BENGKULU,KAB. KAUR,Maje,19,19
17.04.07,BENGKULU,KAB. KAUR,Nasal,17,17
17.04.08,BENGKULU,KAB. KAUR,Semidang Gumay,13,13
17.04.09,BENGKULU,KAB. KAUR,Kelam Tengah,13,13
17.04.10,BENGKULU,KAB. KAUR,Luas,12,12
17.04.11,BENGKULU,KAB. KAUR,Muara Sahung,7,7
17.04.12,BENGKULU,KAB. KAUR,Tetap,12,12
17.04.13,BENGKULU,KAB. KAUR,Lungkang Kule,9,9
17.04.14,BENGKULU,KAB. KAUR,Padang Guci Hilir,9,9
17.04.15,BENGKULU,KAB. KAUR,Padang Guci Hulu,11,11
17.05.01,BENGKULU,KAB. SELUMA,Sukaraja,21,21
17.05.02,BENGKULU,KAB. SELUMA,Seluma,7,7
17.05.03,BENGKULU,KAB. SELUMA,Talo,16,16
17.05.04,BENGKULU,KAB. SELUMA,Semidang Alas,24,24
17.05.05,BENGKULU,KAB. SELUMA,Semidang Alas Maras,26,26
17.05.06,BENGKULU,KAB. SELUMA,Air Periukan,16,16
17.05.07,BENGKULU,KAB. SELUMA,Lubuk Sandi,14,14
17.05.08,BENGKULU,KAB. SELUMA,Seluma Barat,9,9
17.05.09,BENGKULU,KAB. SELUMA,Seluma Timur,8,8
17.05.10,BENGKULU,KAB. SELUMA,Seluma Utara,10,10
17.05.11,BENGKULU,KAB. SELUMA,Seluma Selatan,12,12
17.05.12,BENGKULU,KAB. SELUMA,Talo Kecil,11,11
17.05.13,BENGKULU,KAB. SELUMA,Ulu Talo,13,13
17.05.14,BENGKULU,KAB. SELUMA,Ilir Talo,15,15
17.06.01,BENGKULU,KAB. MUKO MUKO,Lubuk Pinang,7,7
17.06.02,BENGKULU,KAB. MUKO MUKO,Kota Mukomuko,9,9
17.06.03,BENGKULU,KAB. MUKO MUKO,Teras Terunjam,8,8
17.06.04,BENGKULU,KAB. MUKO MUKO,Pondok Suguh,11,11
17.06.05,BENGKULU,KAB. MUKO MUKO,Ipuh,16,16
17.06.06,BENGKULU,KAB. MUKO MUKO,Malin Deman,7,7
17.06.07,BENGKULU,KAB. MUKO MUKO,Air Rami,12,12
17.06.08,BENGKULU,KAB. MUKO MUKO,Teramang Jaya,13,13
17.06.09,BENGKULU,KAB. MUKO MUKO,Selagan Raya,12,12
17.06.10,BENGKULU,KAB. MUKO MUKO,Penarik,14,14
17.06.11,BENGKULU,KAB. MUKO MUKO,XIV Koto,8,8
17.06.12,BENGKULU,KAB. MUKO MUKO,V Koto,10,10
17.06.13,BENGKULU,KAB. MUKO MUKO,Air Majunto,8,8
17.06.14,BENGKULU,KAB. MUKO MUKO,Air Dikit,7,7
17.06.15,BENGKULU,KAB. MUKO MUKO,Sungai Rumbai,9,9
17.07.01,BENGKULU,KAB. LEBONG,Lebong Utara,12,12
17.07.02,BENGKULU,KAB. LEBONG,Lebong Atas,6,6
17.07.03,BENGKULU,KAB. LEBONG,Lebong Tengah,11,11
17.07.04,BENGKULU,KAB. LEBONG,Lebong Selatan,10,10
17.07.05,BENGKULU,KAB. LEBONG,Rimbo Pengadang,6,6
17.07.06,BENGKULU,KAB. LEBONG,Topos,8,8
17.07.07,BENGKULU,KAB. LEBONG,Bingin Kuning,9,9
17.07.08,BENGKULU,KAB. LEBONG,Lebong Sakti,9,9
17.07.09,BENGKULU,KAB. LEBONG,Pelabai,8,8
17.07.10,BENGKULU,KAB. LEBONG,Amen,10,10
17.07.11,BENGKULU,KAB. LEBONG,Uram Jaya,7,7
17.07.12,BENGKULU,KAB. LEBONG,Pinang Belapis,8,8
17.08.01,BENGKULU,KAB. KEPAHIANG,Bermani Ilir,19,19
17.08.02,BENGKULU,KAB. KEPAHIANG,Ujan Mas,17,17
17.08.03,BENGKULU,KAB. KEPAHIANG,Tebat Karai,14,14
17.08.04,BENGKULU,KAB. KEPAHIANG,Kepahiang,23,23
17.08.05,BENGKULU,KAB. KEPAHIANG,Merigi,8,8
17.08.06,BENGKULU,KAB. KEPAHIANG,Kebawetan,15,15
17.08.07,BENGKULU,KAB. KEPAHIANG,Seberang Musi,13,13
17.08.08,BENGKULU,KAB. KEPAHIANG,Muara Kemumu,8,8
17.09.01,BENGKULU,KAB. BENGKULU TENGAH,Karang Tinggi,13,13
17.09.02,BENGKULU,KAB. BENGKULU TENGAH,Talang Empat,10,10
17.09.03,BENGKULU,KAB. BENGKULU TENGAH,Pondok Kelapa,17,17
17.09.04,BENGKULU,KAB. BENGKULU TENGAH,Pematang Tiga,13,13
17.09.05,BENGKULU,KAB. BENGKULU TENGAH,Pagar Jati,14,14
17.09.06,BENGKULU,KAB. BENGKULU TENGAH,Taba Penanjung,13,13
17.09.07,BENGKULU,KAB. BENGKULU TENGAH,Merigi Kelindang,13,13
17.09.08,BENGKULU,KAB. BENGKULU TENGAH,Merigi Sakti,15,15
17.09.09,BENGKULU,KAB. BENGKULU TENGAH,Pondok Kubang,12,12
17.09.10,BENGKULU,KAB. BENGKULU TENGAH,Bang Haji,12,12
17.09.11,BENGKULU,KAB. BENGKULU TENGAH,Semidang Lagan,11,11
17.71.01,BENGKULU,KOTA BENGKULU,Selebar,6,6
17.71.02,BENGKULU,KOTA BENGKULU,Gading Cempaka,5,5
17.71.03,BENGKULU,KOTA BENGKULU,Teluk Segara,13,13
17.71.04,BENGKULU,KOTA BENGKULU,Muara Bangka Hulu,7,7
17.71.05,BENGKULU,KOTA BENGKULU,Kampung Melayu,6,6
17.71.06,BENGKULU,KOTA BENGKULU,Ratu Agung,8,8
17.71.07,BENGKULU,KOTA BENGKULU,Ratu Samban,9,9
17.71.08,BENGKULU,KOTA BENGKULU,Sungai Serut,7,7
17.71.09,BENGKULU,KOTA BENGKULU,Singaran Pati,6,6
18.01.04,LAMPUNG,KAB. LAMPUNG SELATAN,Natar,26,26
18.01.05,LAMPUNG,KAB. LAMPUNG SELATAN,Tanjung Bintang,16,16
18.01.06,LAMPUNG,KAB. LAMPUNG SELATAN,Kalianda,29,29
18.01.07,LAMPUNG,KAB. LAMPUNG SELATAN,Sidomulyo,16,16
18.01.08,LAMPUNG,KAB. LAMPUNG SELATAN,Katibung,12,12
18.01.09,LAMPUNG,KAB. LAMPUNG SELATAN,Penengahan,22,22
18.01.10,LAMPUNG,KAB. LAMPUNG SELATAN,Palas,21,21
18.01.13,LAMPUNG,KAB. LAMPUNG SELATAN,Jati Agung,21,21
18.01.14,LAMPUNG,KAB. LAMPUNG SELATAN,Ketapang,17,17
18.01.15,LAMPUNG,KAB. LAMPUNG SELATAN,Sragi,10,10
18.01.16,LAMPUNG,KAB. LAMPUNG SELATAN,Raja Basa,16,16
18.01.17,LAMPUNG,KAB. LAMPUNG SELATAN,Candipuro,14,14
18.01.18,LAMPUNG,KAB. LAMPUNG SELATAN,Merbau Mataram,15,15
18.01.21,LAMPUNG,KAB. LAMPUNG SELATAN,Bakauheni,5,5
18.01.22,LAMPUNG,KAB. LAMPUNG SELATAN,Tanjung Sari,8,8
18.01.23,LAMPUNG,KAB. LAMPUNG SELATAN,Way Sulan,8,8
18.01.24,LAMPUNG,KAB. LAMPUNG SELATAN,Way Panji,4,4
18.02.01,LAMPUNG,KAB. LAMPUNG TENGAH,Kalirejo,17,17
18.02.02,LAMPUNG,KAB. LAMPUNG TENGAH,Bangun Rejo,17,17
18.02.03,LAMPUNG,KAB. LAMPUNG TENGAH,Padang Ratu,15,15
18.02.04,LAMPUNG,KAB. LAMPUNG TENGAH,Gunung Sugih,15,15
18.02.05,LAMPUNG,KAB. LAMPUNG TENGAH,Trimurjo,14,14
18.02.06,LAMPUNG,KAB. LAMPUNG TENGAH,Punggur,9,9
18.02.07,LAMPUNG,KAB. LAMPUNG TENGAH,Terbanggi Besar,10,10
18.02.08,LAMPUNG,KAB. LAMPUNG TENGAH,Seputih Raman,14,14
18.02.09,LAMPUNG,KAB. LAMPUNG TENGAH,Rumbia,9,9
18.02.10,LAMPUNG,KAB. LAMPUNG TENGAH,Seputih Banyak,13,13
18.02.11,LAMPUNG,KAB. LAMPUNG TENGAH,Seputih Mataram,12,12
18.02.12,LAMPUNG,KAB. LAMPUNG TENGAH,Seputih Surabaya,13,13
18.02.13,LAMPUNG,KAB. LAMPUNG TENGAH,Terusan Nunyai,7,7
18.02.14,LAMPUNG,KAB. LAMPUNG TENGAH,Bumi Ratu Nuban,10,10
18.02.15,LAMPUNG,KAB. LAMPUNG TENGAH,Bekri,8,8
18.02.16,LAMPUNG,KAB. LAMPUNG TENGAH,Seputih Agung,10,10
18.02.17,LAMPUNG,KAB. LAMPUNG TENGAH,Way Pangubuan,8,8
18.02.18,LAMPUNG,KAB. LAMPUNG TENGAH,Bandar Mataram,9,9
18.02.19,LAMPUNG,KAB. LAMPUNG TENGAH,Pubian,20,20
18.02.20,LAMPUNG,KAB. LAMPUNG TENGAH,Selagai Lingga,14,14
18.02.21,LAMPUNG,KAB. LAMPUNG TENGAH,Anak Tuha,12,12
18.02.22,LAMPUNG,KAB. LAMPUNG TENGAH,Sendang Agung,9,9
18.02.23,LAMPUNG,KAB. LAMPUNG TENGAH,Kota Gajah,7,7
18.02.24,LAMPUNG,KAB. LAMPUNG TENGAH,Bumi Nabung,7,7
18.02.25,LAMPUNG,KAB. LAMPUNG TENGAH,Way Seputih,6,6
18.02.26,LAMPUNG,KAB. LAMPUNG TENGAH,Bandar Surabaya,10,10
18.02.27,LAMPUNG,KAB. LAMPUNG TENGAH,Anak Ratu Aji,6,6
18.02.28,LAMPUNG,KAB. LAMPUNG TENGAH,Putra Rumbia,10,10
18.03.01,LAMPUNG,KAB. LAMPUNG UTARA,Bukit Kemuning,8,8
18.03.02,LAMPUNG,KAB. LAMPUNG UTARA,Kotabumi,13,13
18.03.03,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Selatan,11,11
18.03.04,LAMPUNG,KAB. LAMPUNG UTARA,Tanjung Raja,19,19
18.03.05,LAMPUNG,KAB. LAMPUNG UTARA,Abung Timur,12,12
18.03.06,LAMPUNG,KAB. LAMPUNG UTARA,Abung Barat,14,14
18.03.07,LAMPUNG,KAB. LAMPUNG UTARA,Abung Selatan,16,16
18.03.08,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Utara,15,15
18.03.09,LAMPUNG,KAB. LAMPUNG UTARA,Kotabumi Utara,8,8
18.03.10,LAMPUNG,KAB. LAMPUNG UTARA,Kotabumi Selatan,14,14
18.03.11,LAMPUNG,KAB. LAMPUNG UTARA,Abung Tengah,11,11
18.03.12,LAMPUNG,KAB. LAMPUNG UTARA,Abung Tinggi,8,8
18.03.13,LAMPUNG,KAB. LAMPUNG UTARA,Abung Semuli,7,7
18.03.14,LAMPUNG,KAB. LAMPUNG UTARA,Abung Surakarta,9,9
18.03.15,LAMPUNG,KAB. LAMPUNG UTARA,Muara Sungkai,11,11
18.03.16,LAMPUNG,KAB. LAMPUNG UTARA,Bunga Mayang,11,11
18.03.17,LAMPUNG,KAB. LAMPUNG UTARA,Hulu Sungkai,10,10
18.03.18,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Tengah,8,8
18.03.19,LAMPUNG,KAB. LAMPUNG UTARA,Abung Pekurun,9,9
18.03.20,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Jaya,9,9
18.03.21,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Barat,10,10
18.03.22,LAMPUNG,KAB. LAMPUNG UTARA,Abung Kunang,7,7
18.03.23,LAMPUNG,KAB. LAMPUNG UTARA,Blambangan Pagar,7,7
18.04.04,LAMPUNG,KAB. LAMPUNG BARAT,Balik Bukit,12,12
18.04.05,LAMPUNG,KAB. LAMPUNG BARAT,Sumber Jaya,6,6
18.04.06,LAMPUNG,KAB. LAMPUNG BARAT,Belalau,10,10
18.04.07,LAMPUNG,KAB. LAMPUNG BARAT,Way Tenong,9,9
