unique_location,count(nik),koordinat
JAWA BARAT_CIREBON_GEBANG_PLAYANGAN,3461,"(-6.8250999999999635, 108.74524000000008, 'Pelayangan, Gebang, Cirebon, Jawa Barat')"
JAWA BARAT_BANDUNG_SUKASARI_ISOLA,9535,"(-6.856559999999945, 107.59189000000003, 'Isola, Sukasari, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_SUKASARI_SARIJADI,18268,"(-6.875529999999969, 107.57804000000004, 'Sarijadi, Sukasari, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_SUKASARI_SUKARASA,8890,"(-6.875569999999925, 107.58428000000004, 'Sukarasa, Sukasari, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_SUMUR BANDUNG_BABAKAN CIAMIS,5719,"(-6.911539999999945, 107.60739000000007, 'Babakan Ciamis, Sumur Bandung, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_SUMUR BANDUNG_BRAGA,4739,"(-6.917899999999975, 107.60918000000004, 'Braga, Sumur Bandung, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_SUMUR BANDUNG_KEBON PISANG,9004,"(-6.920569999999941, 107.61456000000004, 'Kebon Pisang, Sumur Bandung, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_SUMUR BANDUNG_MERDEKA,5418,"(-6.91274999999996, 107.62216000000006, 'Merdeka, Sumur Bandung, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_UJUNG BERUNG_CIGENDING,10558,"(-6.910159999999962, 107.69663000000008, 'Cigending, Ujung Berung, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_UJUNG BERUNG_PASANGGRAHAN,12888,"(-6.908999999999935, 107.71447000000006, 'Pasanggrahan, Ujung Berung, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_UJUNG BERUNG_PASIR ENDAH,10464,"(-6.904819999999972, 107.69072000000006, 'Pasir Endah, Ujung Berung, Bandung, Jawa Barat')"
JAWA BARAT_CIAMIS_BANJARANYAR_TANJUNGASARI,2738,"(-7.509979999999928, 108.58297000000005, 'Tanjungsari, Banjaranyar, Jawa Barat')"
JAWA BARAT_PURWAKARTA_DARANGDAN_LINGGASARI,2996,"(-6.6969799999999395, 107.45760000000007, 'Linggasari, Darangdan, Jawa Barat')"
JAWA BARAT_BANDUNG_CIBEUNYING KIDUL_CIKUTRA,15497,"(-6.900089999999977, 107.63704000000007, 'Cikutra, Cibeunying Kidul, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_CIBIRU_CISURUPAN,8550,"(-6.910339999999962, 107.72267000000005, 'Cisurupan, Cibiru, Bandung, Jawa Barat')"
JAWA BARAT_MAJALENGKA_MAJALENGKA_CICURUG,4808,"(-6.844979999999964, 108.24106000000006, 'Cicurug, Majalengka, Jawa Barat')"
JAWA BARAT_MAJALENGKA_MAJALENGKA_CIKASARUNG,2285,"(-6.8156099999999356, 108.22426000000007, 'Cikasarung, Majalengka, Jawa Barat')"
JAWA BARAT_SUBANG_PURWADADI_PARAPATAN,4570,"(-6.450799999999958, 107.71451000000008, 'Parapatan, Purwadadi, Jawa Barat')"
JAWA BARAT_INDRAMAYU_INDRAMAYU_BOJONGSARI,3948,"(-6.348079999999925, 108.31917000000004, 'Bojongsari, Indramayu, Jawa Barat')"
JAWA BARAT_GARUT_TAROGONG KALER_PANANJUNG,6660,"(-7.177089999999964, 107.87805000000009, 'Pananjung, Tarogong Kaler, Jawa Barat')"
JAWA BARAT_GARUT_TAROGONG KIDUL_JAYAWARAS,7195,"(-7.209569999999928, 107.88850000000008, 'Jayawaras, Tarogong Kidul, Jawa Barat')"
JAWA BARAT_BEKASI_BANTAR GEBANG_BANTARGEBANG,21584,"(-6.3160499999999615, 106.98425000000009, 'Bantargebang, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_BANTAR GEBANG_CIKIWUL,13367,"(-6.33911999999998, 106.99052000000006, 'Cikiwul, Bantargebang, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_BANTAR GEBANG_SUMUR BATU,11170,"(-6.344199999999944, 107.00616000000008, 'Sumur Batu, Bantargebang, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_CIKARANG BARAT_TELAGA ASIH,14063,"(-6.2654399999999555, 107.09746000000007, 'Telaga Asih, Cikarang Barat, Bekasi, Jawa Barat')"
JAWA BARAT_BANJAR_PATARUMAN_HEGARSARI,10541,"(-7.381809999999973, 108.54302000000007, 'Hegarsari, Pataruman, Jawa Barat')"
JAWA BARAT_BANJAR_PATARUMAN_PATARUMAN,11314,"(-7.392229999999927, 108.54045000000008, 'Pataruman, Jawa Barat')"
JAWA BARAT_BANJAR_PURWAHARJA_KARANGPANIMBAL,3245,"(-7.36531999999994, 108.55663000000004, 'Karangpanimbal, Purwaharja, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR BARAT_CURUG MEKAR,8834,"(-6.558589999999981, 106.76963000000006, 'Curugmekar, Bogor Barat, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR BARAT_GUNUNG BATU,13125,"(-6.591629999999952, 106.77584000000007, 'Gunung Batu')"
JAWA BARAT_BOGOR_BOGOR BARAT_LOJI,9924,"(-6.584689999999966, 106.77087000000006, 'Loji, Bogor Barat, Bogor, Jawa Barat')"
JAWA BARAT_BANDUNG_BUAHBATU_CIJAWURA,18218,"(-6.959074985682534, 107.65945997911481, 'Jalan Cijawura, Buahbatu, Bandung, Jawa Barat, 40286')"
JAWA BARAT_BEKASI_BEKASI BARAT_JAKA SAMPURNA,45297,"(-6.242279999999937, 106.96855000000005, 'Jaka Sampurna, Bekasi Barat, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_BEKASI BARAT_KOTA BARU,28860,"(-6.2165299999999775, 106.97037000000006, 'Kota Baru, Bekasi Barat, Bekasi, Jawa Barat')"
JAWA BARAT_BANDUNG_BUAHBATU_JATISARI,6211,"(-6.93542999999994, 107.66207000000009, 'Jati Sari, Buahbatu, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_BUAHBATU_MARGASARI,24453,"(-6.954129999999964, 107.65600000000006, 'Margasari, Buahbatu, Bandung, Jawa Barat')"
JAWA BARAT_BEKASI_CIBARUSAH_SIRNA JATI,6897,"(-6.4434799999999655, 107.09718000000004, 'Sirnajati, Cibarusah, Bekasi, Jawa Barat')"
JAWA BARAT_DEPOK_SUKMAJAYA_TIRTAJAYA,11805,"(-6.4175899999999615, 106.82705000000004, 'Tirtajaya, Sukma Jaya, Jawa Barat')"
JAWA BARAT_DEPOK_TAPOS_CILANGKAP,31754,"(-6.431239999999946, 106.86811000000006, 'Cilangkap, Tapos, Jawa Barat')"
JAWA BARAT_DEPOK_TAPOS_CIMPAEUN,14745,"(-6.443519999999978, 106.87344000000007, 'Cimpaeun, Tapos, Jawa Barat')"
JAWA BARAT_BOGOR_CIJERUK_TANJUNG SARI,3911,"(-6.678309999999954, 106.79126000000008, 'Tanjung Sari, Cijeruk, Bogor, Jawa Barat')"
JAWA BARAT_BEKASI_BEKASI TIMUR_AREN JAYA,39757,"(-6.242659999999944, 107.03387000000004, 'Aren Jaya, Bekasi Timur, Bekasi, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_BABAKAN,5350,"(-6.5888499999999794, 106.80580000000003, 'Babakan, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_BABAKAN PASAR,8044,"(-6.60505999999998, 106.80247000000008, 'Babakanpasar, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_CIBOGOR,5133,"(-6.590689999999938, 106.79178000000007, 'Cibogor, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_CIWARINGIN,5603,"(-6.5828899999999635, 106.79010000000005, 'Ciwaringin, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_KEBON KALAPA,7740,"(-6.591119999999933, 106.78525000000008, 'Kebonkelapa, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_PABATON,2357,"(-6.588619999999935, 106.79408000000006, 'Pabaton, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_PALEDANG,7714,"(-6.597919999999931, 106.79562000000004, 'Paledang, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_PANARAGAN,4855,"(-6.596419999999966, 106.78489000000008, 'Panaragan, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BEKASI_PEBAYURAN_KERTASARI,6739,"(-6.210679999999968, 107.29167000000007, 'Kertasari, Pebayuran, Bekasi, Jawa Barat')"
JAWA BARAT_BANDUNG_ARCAMANIK_CISARANTEN KULON,14468,"(-6.925619999999981, 107.68098000000003, 'Cisaranten Kulon, Arcamanik, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_ARCAMANIK_SUKAMISKIN,15105,"(-6.908979999999929, 107.67283000000003, 'Sukamiskin, Arcamanik, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_ASTANA ANYAR_KARANGANYAR,5307,"(-6.923539999999946, 107.60117000000008, 'Karang Anyar, Astana Anyar, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_ASTANA ANYAR_KARASAK,9619,"(-6.949809999999957, 107.60832000000005, 'Karasak, Astana Anyar, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_COBLONG_LEBAK SILIWANGI,2822,"(-6.891759999999977, 107.60806000000008, 'Lebak Siliwangi, Coblong, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_COBLONG_LEBAKGEDE,7662,"(-6.893009999999947, 107.61799000000008, 'Lebak Gede, Coblong, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_COBLONG_SADANGSERANG,18138,"(-6.891809999999964, 107.62787000000009, 'Sadang Serang, Coblong, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_COBLONG_SEKELOA,19595,"(-6.885059999999953, 107.61896000000007, 'Sekeloa, Coblong, Bandung, Jawa Barat')"
JAWA BARAT_BANJAR_PURWAHARJA_PURWAHARJA,5854,"(-7.358499999999935, 108.57032000000004, 'Purwaharja, Jawa Barat')"
JAWA BARAT_BEKASI_BANTAR GEBANG_CIKETING UDIK,11663,"(-6.353749999999934, 106.98874000000006, 'Ciketingudik, Bantargebang, Bekasi, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR BARAT_CILENDEK TIMUR,11428,"(-6.574579999999969, 106.77840000000003, 'Cilendek Timur, Bogor Barat, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR BARAT_CURUG,8380,"(-6.546489999999949, 106.76614000000006, 'Curug, Bogor Barat, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR BARAT_MARGAJAYA,4239,"(-6.570809999999938, 106.74534000000006, 'Margajaya, Bogor Barat, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_SEMPUR,6133,"(-6.588769999999954, 106.79807000000005, 'Sempur, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BANDUNG_ASTANA ANYAR_CIBADAK,9923,"(-6.922919999999976, 107.59558000000004, 'Cibadak, Astana Anyar, Bandung, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR TENGAH_GUDANG,5516,"(-6.606589999999926, 106.79930000000007, 'Gudang, Bogor Tengah, Bogor, Jawa Barat')"
JAWA BARAT_BEKASI_TARUMAJAYA_SAMUDRAJAYA,6081,"(-6.110019999999963, 107.02598000000006, 'Samudrajaya, Tarumajaya, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_TARUMAJAYA_SEGARA JAYA,11918,"(-6.113659999999925, 107.01153000000005, 'Segarajaya, Tarumajaya, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_TARUMAJAYA_SEGARAMAKMUR,11496,"(-6.102109999999925, 106.98376000000007, 'Segaramakmur, Tarumajaya, Bekasi, Jawa Barat')"
JAWA BARAT_CIREBON_SUMBER_PEJAMBON,3129,"(-6.740789999999947, 108.50150000000008, 'Pejambon, Sumber, Cirebon, Jawa Barat')"
JAWA BARAT_CIREBON_SUMBER_PERBUTULAN,3024,"(-6.751629999999977, 108.48890000000006, 'Perbutulan, Sumber, Cirebon, Jawa Barat')"
JAWA BARAT_CIREBON_SUMBER_SENDANG,2873,"(-6.7574599999999805, 108.50386000000009, 'Sendang, Sumber, Cirebon, Jawa Barat')"
JAWA BARAT_CIREBON_SUMBER_SUMBER,6624,"(-6.761389999999949, 108.47907000000004, 'Sumber, Cirebon, Jawa Barat')"
JAWA BARAT_CIREBON_SUMBER_TUKMUDAL,8177,"(-6.75825999999995, 108.47223000000008, 'Tukmudal, Sumber, Cirebon, Jawa Barat')"
JAWA BARAT_CIREBON_SUMBER_WATUBELAH,5160,"(-6.735619999999926, 108.49651000000006, 'Watubelah, Sumber, Cirebon, Jawa Barat')"
JAWA BARAT_BEKASI_CIKARANG TIMUR_SERTAJAYA,10510,"(-6.299219999999934, 107.18148000000008, 'Sertajaya, Cikarang Timur, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_CIKARANG UTARA_HARJAMEKAR,6881,"(-6.27837999999997, 107.13585000000006, 'Harjamekar, Cikarang Utara, Bekasi, Jawa Barat')"
JAWA BARAT_BOGOR_BOGOR BARAT_CILENDEK BARAT,12520,"(-6.571059999999932, 106.76780000000008, 'Cilendek Barat, Bogor Barat, Bogor, Jawa Barat')"
JAWA BARAT_CIREBON_PEKALIPAN_PULASAREN,5687,"(-6.726669999999956, 108.56449000000003, 'Pulasaren, Pekalipan, Cirebon, Jawa Barat')"
JAWA BARAT_DEPOK_BEJI_BEJI,28495,"(-6.365879999999947, 106.81382000000008, 'Beji, Jawa Barat')"
JAWA BARAT_DEPOK_BEJI_BEJI TIMUR,6687,"(-6.378409999999974, 106.82338000000004, 'Beji Timur, Beji, Jawa Barat')"
JAWA BARAT_DEPOK_BEJI_KEMIRI MUKA,19120,"(-6.382679999999937, 106.82969000000008, 'Kemirimuka, Beji, Jawa Barat')"
JAWA BARAT_DEPOK_BEJI_PONDOK CINA,6643,"(-6.363989999999944, 106.83380000000005, 'Pondok Cina, Beji, Jawa Barat')"
JAWA BARAT_DEPOK_BEJI_TANAH BARU,19438,"(-6.374469999999974, 106.80284000000006, 'Tanah Baru, Beji, Jawa Barat')"
JAWA BARAT_BANDUNG_BANDUNG KULON_CIJERAH,17135,"(-6.916769999999929, 107.56728000000004, 'Cijerah, Bandung Kulon, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_BANDUNG KULON_GEMPOLSARI,14757,"(-6.931119999999964, 107.55401000000006, 'Gempol Sari, Bandung Kulon, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_BANDUNG KULON_WARUNG MUNCANG,14425,"(-6.921099999999967, 107.57721000000004, 'Warung Muncang, Bandung Kulon, Bandung, Jawa Barat')"
JAWA BARAT_BANJAR_BANJAR_MEKARSARI,12000,"(-7.375949999999932, 108.53225000000003, 'Mekarsari, Banjar, Jawa Barat')"
JAWA BARAT_BANJAR_BANJAR_SITUBATU,3110,"(-7.383749999999964, 108.48320000000007, 'Situbatu, Banjar, Jawa Barat')"
JAWA BARAT_BANJAR_LANGENSARI_BOJONGKANTONG,7517,"(-7.378039999999942, 108.60829000000007, 'Bojongkantong, Langensari, Jawa Barat')"
JAWA BARAT_BANJAR_LANGENSARI_MUKTISARI,5046,"(-7.36818999999997, 108.64098000000007, 'Muktisari, Langensari, Jawa Barat')"
JAWA BARAT_BANDUNG_BALEENDAH_ANDIR,22261,"(-6.995489999999961, 107.62102000000004, 'Andir, Baleendah, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_BUAHBATU_SEKEJATI,16832,"(-6.945689999999956, 107.65523000000007, 'Sekejati, Buahbatu, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_CIBEUNYING KALER_CIGADUNG,21429,"(-6.87871999999993, 107.62394000000006, 'Cigadung, Cibeunying Kaler, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_CIBEUNYING KALER_NEGLASARI,6473,"(-6.89382999999998, 107.63982000000004, 'Neglasari, Cibeunying Kaler, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_CIBEUNYING KIDUL_CICADAS,10233,"(-6.9088899999999285, 107.63875000000007, 'Cicadas, Cibeunying Kidul, Bandung, Jawa Barat')"
JAWA BARAT_CIREBON_ASTANAJAPURA_JAPURABAKTI,6210,"(-6.814469999999972, 108.63260000000008, 'Japurabakti, Astanajapura, Cirebon, Jawa Barat')"
JAWA BARAT_BOGOR_TANAH SAREAL_CIBADAK,16493,"(-6.544019999999932, 106.77583000000004, 'Cibadak, Tanah Sereal, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_TANAH SAREAL_KAYUMANIS,9442,"(-6.530609999999967, 106.76759000000004, 'Kayumanis, Tanah Sereal, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_TANAH SAREAL_KEBON PEDES,16146,"(-6.567919999999958, 106.79754000000008, 'Kebonpedes, Tanah Sereal, Bogor, Jawa Barat')"
JAWA BARAT_BOGOR_TANAH SAREAL_KEDUNGBADAK,19998,"(-6.561379999999929, 106.80198000000007, 'Kedungbadak, Tanah Sereal, Bogor, Jawa Barat')"
JAWA BARAT_BEKASI_PONDOK GEDE_JATIBENING BARU,24098,"(-6.261769999999956, 106.93525000000005, 'Jatibening Baru, Pondok Gede, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_PONDOK GEDE_JATICEMPAKA,30711,"(-6.262079999999969, 106.91619000000009, 'Jaticempaka, Pondok Gede, Bekasi, Jawa Barat')"
JAWA BARAT_BEKASI_PONDOK GEDE_JATIMAKMUR,35978,"(-6.282179999999926, 106.93029000000007, 'Jatimakmur, Pondok Gede, Bekasi, Jawa Barat')"
JAWA BARAT_GARUT_TAROGONG KIDUL_PATARUMAN,6093,"(-7.1990599999999745, 107.89149000000003, 'Pataruman, Tarogong Kidul, Jawa Barat')"
JAWA BARAT_GARUT_TAROGONG KIDUL_SUKAGALIH,9752,"(-7.2023699999999735, 107.88263000000006, 'Sukagalih, Tarogong Kidul, Jawa Barat')"
JAWA BARAT_GARUT_TAROGONG KIDUL_SUKAJAYA,9313,"(-7.213579999999979, 107.88981000000007, 'Sukajaya, Tarogong Kidul, Jawa Barat')"
JAWA BARAT_GARUT_TAROGONG KIDUL_SUKAKARYA,3890,"(-7.222909999999956, 107.89436000000006, 'Sukakarya, Tarogong Kidul, Jawa Barat')"
JAWA BARAT_BANDUNG_GEDEBAGE_RANCABOLANG,6541,"(-6.963449999999966, 107.69315000000006, 'Rancabolang, Gedebage, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_GEDEBAGE_RANCANUMPANG,3083,"(-6.959809999999948, 107.70997000000006, 'Rancanumpang, Gedebage, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_KIARACONDONG_BABAKAN SARI,25510,"(-6.9225399999999695, 107.65124000000009, 'Babakan Sari, Kiaracondong, Bandung, Jawa Barat')"
JAWA BARAT_BEKASI_JATIASIH_JATIMEKAR,24567,"(-6.288699999999949, 106.95425000000006, 'Jatimekar, Jatiasih, Bekasi, Jawa Barat')"
JAWA BARAT_BOGOR_CISEENG_CIHOWE,4586,"(-6.433589999999981, 106.68684000000007, 'Cihowe, Ciseeng, Bogor, Jawa Barat')"
JAWA BARAT_DEPOK_BEJI_KUKUSAN,10790,"(-6.364599999999939, 106.81547000000006, 'Kukusan, Beji, Jawa Barat')"
JAWA BARAT_BANDUNG_BANDUNG WETAN_CIHAPIT,2998,"(-6.909569999999974, 107.62559000000005, 'Cihapit, Bandung Wetan, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_CIBEUNYING KALER_CIHAUR GEULIS,8854,"(-6.901679999999942, 107.62930000000006, 'Cihaurgeulis, Cibeunying Kaler, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_CIBEUNYING KALER_SUKALUYU,11147,"(-6.892989999999941, 107.63438000000008, 'Sukaluyu, Cibeunying Kaler, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_GEDEBAGE_CIMINCRANG,2561,"(-6.946039999999925, 107.70458000000008, 'Cimincrang, Gedebage, Bandung, Jawa Barat')"
JAWA BARAT_BANDUNG_GEDEBAGE_CISARANTEUN KIDUL,13594,"(-6.948949999999968, 107.69291000000004, 'Cisaranten Kidul, Gedebage, Bandung, Jawa Barat')"
